airport_id,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,iata_code
5910,large_airport,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,2461,SA,BR,BR-SP,São Paulo,GRU
42924,medium_airport,Grozny Airport,43.388106,45.699772,548,EU,RU,RU-CE,Grozny,GRV
4449,medium_airport,Graciosa Airport,39.09220123,-28.02980042,86,EU,PT,PT-20,Santa Cruz da Graciosa,GRW
4011,medium_airport,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,1860,EU,ES,ES-AN,Granada,GRX
31549,small_airport,Grímsey Airport,66.5458,-18.0173,66,EU,IS,IS-6,Grímsey,GRY
4430,medium_airport,Graz Airport,46.9911,15.4396,1115,EU,AT,AT-6,Graz (Feldkirchen bei Graz),GRZ
31550,small_airport,Long Pasia Airport,4.400000095,115.7170029,3175,AS,MY,MY-12,Long Miau,GSA
3567,medium_airport,Seymour Johnson Air Force Base,35.339401,-77.960602,109,NA,US,US-NC,Goldsboro,GSB
38372,small_airport,Gascoyne Junction Airport,-25.0546,115.2026,499,OC,AU,AU-WA,Gascoyne Junction,GSC
2652,medium_airport,Gothenburg City Airport,57.7747,11.8704,59,EU,SE,SE-Q,Gothenburg,GSE
19979,small_airport,Goshen Municipal Airport,41.52640152,-85.79290009,827,NA,US,US-IN,Goshen,GSH
299825,small_airport,Grand-Santi Airport,4.285833,-54.373056,207,SA,GF,GF-SL,Grand-Santi,GSI
4648,medium_airport,San José Airport,13.93620014,-90.83580017,29,NA,GT,GT-ES,Puerto San José,GSJ
925,small_airport,Taltheilei Narrows Airport,62.59809875,-111.5429993,570,NA,CA,CA-NT,Taltheilei Narrows,GSL
35276,small_airport,Qeshm Dayrestan International Airport,26.754639,55.902353,45,AS,IR,IR-22,Dayrestan,GSM
31551,small_airport,Mount Gunson Airport,-31.4597,137.1744433,285,OC,AU,AU-SA,Mount Gunson,GSN
3568,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,925,NA,US,US-NC,Greensboro,GSO
3569,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,964,NA,US,US-SC,Greer,GSP
3195,small_airport,El Owainat East International Airport,22.584256,28.721609,843,AF,EG,EG-WAD,Sharq El Owainat,GSQ
31552,small_airport,Gardo Airport,9.517000198,49.08300018,2632,AF,SO,SO-BR,Gardo,GSR
41210,small_airport,Sabi Sabi Airport,-24.94737543,31.44884777,1276,AF,ZA,ZA-MP,Belfast,GSS
5369,medium_airport,Gustavus Airport,58.4253006,-135.7070007,35,NA,US,US-AK,Gustavus,GST
339001,large_airport,Gagarin International Airport,51.712778,46.171111,103,EU,RU,RU-SAR,Saratov,GSV
35168,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,GTA
26998,medium_airport,Groote Eylandt Airport,-13.972405,136.458553,53,OC,AU,AU-NT,Groote Eylandt,GTE
3571,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,NA,US,US-MT,Great Falls,GTF
19981,small_airport,Grantsburg Municipal Airport,45.79809952,-92.66439819,927,NA,US,US-WI,Grantsburg,GTG
28584,small_airport,Flugplatz Güttin / Rügen,54.383331,13.325556,69,EU,DE,DE-MV,Rügen,GTI
41315,small_airport,Sungai Tekai Airport,2.64118,102.89297,160,AS,MY,MY-01,Sungai Tekai,GTK
5031,medium_airport,Glentanner Airport,-43.90670013,170.128006,1824,OC,NZ,NZ-CAN,Glentanner Station,GTN
26767,small_airport,Jalaluddin Airport,0.637118995,122.8499985,105,AS,ID,ID-GO,Gorontalo-Celebes Island,GTO
18737,small_airport,Grants Pass Airport,42.510101,-123.388,1126,NA,US,US-OR,Grants Pass,GTP
19982,medium_airport,Golden Triangle Regional Airport,33.45029831,-88.59140015,264,NA,US,US-MS,Columbus/W Point/Starkville,GTR
38603,small_airport,The Granites Airport,-20.5483,130.347,,OC,AU,AU-NT,The Granites Gold Mine,GTS
27000,small_airport,Georgetown Airport,-18.302676,143.530925,995,OC,AU,AU-QLD,,GTT
21347,small_airport,Gettysburg Regional Airport,39.841222,-77.274699,590,NA,US,US-PA,Gettysburg,GTY
300757,small_airport,Kirawira B Aerodrome,-2.160833,34.225556,3970,AF,TZ,TZ-13,Grumeti Game Reserve,GTZ
4644,large_airport,La Aurora Airport,14.5833,-90.527496,4952,NA,GT,GT-GU,Guatemala City,GUA
31554,small_airport,Guerrero Negro Airport,28.0261,-114.024002,59,NA,MX,MX-BCN,San Quintín,GUB
19984,small_airport,Gunnison Crested Butte Regional Airport,38.536346,-106.928306,7680,NA,US,US-CO,Gunnison,GUC
31555,small_airport,Goundam Airport,16.358426,-3.604536,866,AF,ML,ML-6,Goundam,GUD
308224,small_airport,Guriaso (Keraso) Airport,-3.583167,141.5895,400,OC,PG,PG-SAN,Guriaso,GUE
20214,small_airport,Jack Edwards National Airport,30.290501,-87.671799,17,NA,US,US-AL,Gulf Shores,GUF
311430,small_airport,Guari Airport,-8.1286,146.8722,6450,OC,PG,PG-CPM,Guari,GUG
26989,medium_airport,Gunnedah Airport,-30.96109962,150.2510071,863,OC,AU,AU-NSW,,GUH
6286,medium_airport,Guiria Airport,10.57407761,-62.31266785,42,SA,VE,VE-R,,GUI
5913,medium_airport,Guaratinguetá Airport,-22.791599,-45.2048,1761,SA,BR,BR-SP,Guaratinguetá,GUJ
26995,medium_airport,Goulburn Airport,-34.81029892,149.7259979,2141,OC,AU,AU-NSW,,GUL
5433,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,298,OC,GU,GU-U-A,Hagåtña,GUM
42081,small_airport,Jicalapa Airport,15.006111,-86.049164,2133,NA,HN,HN-OL,Jicalapa,GUO
3572,medium_airport,Gallup Municipal Airport,35.51110077,-108.7890015,6472,NA,US,US-NM,Gallup,GUP
6287,medium_airport,Guanare Airport,9.02694416,-69.75514984,606,SA,VE,VE-P,Guanare,GUQ
57,medium_airport,Gurney Airport,-10.3114996,150.3339996,88,OC,PG,PG-MBA,Gurney,GUR
3573,medium_airport,Grissom Air Reserve Base,40.648102,-86.1521,812,NA,US,US-IN,Peru,GUS
31559,small_airport,Grundarfjörður Airport,64.99140167,-23.22470093,17,EU,IS,IS-3,Grundarfjörður,GUU
308188,small_airport,Mougulu Airport,-6.280859,142.420775,825,OC,PG,PG-WPD,Mougulu,GUV
6437,medium_airport,Atyrau International Airport,47.122559,51.819321,-72,EU,KZ,KZ-ATY,Atyrau,GUW
26443,small_airport,Guna Airport,24.654699,77.347298,1600,AS,IN,IN-MP,,GUX
19985,medium_airport,Guymon Municipal Airport,36.68510056,-101.5080032,3123,NA,US,US-OK,Guymon,GUY
312,small_airport,Guarapari Airport,-20.6465,-40.491901,28,SA,BR,BR-ES,Guarapari,GUZ
4490,large_airport,Geneva Cointrin International Airport,46.23809814,6.108950138,1411,EU,CH,CH-GE,Geneva,GVA
17600,small_airport,Gordonsville Municipal Airport,38.155998,-78.165802,454,NA,US,US-VA,Gordonsville,GVE
42761,small_airport,Green River Airport,-3.902242899,141.170517,281,OC,PG,PG-SAN,Green River,GVI
19986,small_airport,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,NA,US,US-GA,Gainesville,GVL
43866,medium_airport,Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,768,EU,RU,RU-KHA,Sovetskaya Gavan,GVN
27603,small_airport,Greenvale Airport,-18.9966,145.0136,,OC,AU,AU-QLD,,GVP
5912,small_airport,Coronel Altino Machado de Oliveira Airport,-18.895882,-41.982869,561,SA,BR,BR-MG,Governador Valadares,GVR
19988,small_airport,Majors Airport,33.06779861,-96.06529999,535,NA,US,US-TX,Greenville,GVT
2705,medium_airport,Gävle Sandviken Airport,60.59329987,16.95140076,224,EU,SE,SE-X,Gävle / Sandviken,GVX
29930,small_airport,Gwa Airport,17.60000038,94.58329773,10,AS,MM,MM-16,Gwa,GWA
5252,medium_airport,Gwadar International Airport,25.232391,62.327671,36,AS,PK,PK-BA,Gwadar,GWD
3013,medium_airport,Gweru - Thornhill Air Base,-19.436718,29.861945,4680,AF,ZW,ZW-MI,Gweru,GWE
26558,medium_airport,Gwalior Airport,26.29330063,78.22779846,617,AS,IN,IN-MP,Gwalior,GWL
3574,medium_airport,Greenwood–Leflore Airport,33.49430084,-90.08470154,162,NA,US,US-MS,Greenwood,GWO
19991,small_airport,Glenwood Springs Municipal Airport,39.50830078,-107.310997,5916,NA,US,US-CO,Glenwood Springs,GWS
2296,medium_airport,Westerland Sylt Airport,54.9132,8.34047,51,EU,DE,DE-SH,Westerland,GWT
26048,small_airport,Glendale Fokker Field,39.94869995,-80.7594986,648,NA,US,US-WV,Glendale,GWV
2531,medium_airport,Galway Airport,53.30020142,-8.941590309,81,EU,IE,IE-G,Galway,GWY
5320,medium_airport,Seiyun Hadhramaut International Airport,15.9661,48.7883,2097,AS,YE,YE-HD,Seiyun,GXF
2947,medium_airport,Negage Airport,-7.754509926,15.2876997,4105,AF,AO,AO-UIG,Negage,GXG
312986,medium_airport,Gannan Xiahe Airport,34.819014,102.622261,10510,AS,CN,CN-62,Gannan (Xiahe),GXH
6011,medium_airport,Teniente Vidal Airport,-45.5942,-72.106102,1020,SA,CL,CL-AI,Coyhaique,GXQ
31561,small_airport,Yagoua Airport,10.35610008,15.23719978,,AF,CM,CM-EN,Yagoua,GXX
19994,small_airport,Greeley–Weld County Airport,40.43740082,-104.6330032,4697,NA,US,US-CO,Greeley,GXY
29926,small_airport,Capitán de Av. Emilio Beltrán Airport,-10.82059956,-65.34559631,557,SA,BO,BO-B,Guayaramerín,GYA
6440,large_airport,Heydar Aliyev International Airport,40.46749878,50.04669952,10,AS,AZ,AZ-BA,Baku,GYD
6056,large_airport,José Joaquín de Olmedo International Airport,-2.15742,-79.883598,19,SA,EC,EC-G,Guayaquil,GYE
42979,medium_airport,Magan Airport,62.103484,129.545288,577,EU,RU,RU-SA,Magan,GYG
3236,medium_airport,Gisenyi Airport,-1.67719996,29.25889969,5082,AF,RW,RW-04,Gisenyi,GYI
26892,small_airport,Argyle Airport,-16.6369,128.451004,522,OC,AU,AU-WA,,GYL
4711,medium_airport,General José María Yáñez International Airport,27.96899986,-110.9250031,59,NA,MX,MX-SON,Guaymas,GYM
5908,medium_airport,Santa Genoveva Airport,-16.632,-49.220699,2450,SA,BR,BR-GO,Goiânia,GYN
352224,small_airport,Blangkejeren Airport,3.94548,97.35968,,AS,ID,ID-AC,Kabupaten Gayo Lues,GYO
27001,small_airport,Gympie Airport,-26.290149,152.702998,260,OC,AU,AU-QLD,,GYP
19999,small_airport,Phoenix Goodyear Airport,33.42250061,-112.3759995,968,NA,US,US-AZ,Goodyear,GYR
31562,medium_airport,Guangyuan Panlong Airport,32.390254,105.694571,,AS,CN,CN-51,Guangyuan (Lizhou),GYS
300741,medium_airport,Guyuan Liupanshan Airport,36.078889,106.216944,5696,AS,CN,CN-64,Guyuan (Yuanzhou),GYU
3575,medium_airport,Gary Chicago International Airport,41.61629868,-87.41280365,591,NA,US,US-IN,Gary,GYY
354527,small_airport,Gruyere Airport,-28.034548,123.81506,1542,OC,AU,AU-WA,Cosmo Newbery,GYZ
336107,small_airport,Garze Gesar Airport,31.7575,99.554167,,AS,CN,CN-51,Garzê (Garzê),GZG
341235,small_airport,Ghazni Airport,33.487853,68.525243,,AS,AF,AF-GHA,Ghazni,GZI
35207,heliport,Xewkija Heliport,36.027199,14.2728,,EU,MT,MT-62,Gozo,GZM
31563,small_airport,Nusatupe Airport,-8.097780228,156.8639984,13,OC,SB,SB-WE,Gizo,GZO
44487,medium_airport,Gazipaşa-Alanya Airport,36.299217,32.300598,92,AS,TR,TR-07,Gazipaşa,GZP
4516,medium_airport,Gaziantep International Airport,36.947201,37.478699,2315,AS,TR,TR-27,Gaziantep,GZT
5169,medium_airport,Qazvin Airport,36.240101,50.0471,4184,AS,IR,IR-26,Qazvin,GZW
2580,small_airport,Hasvik Airport,70.48670197,22.13969994,21,EU,NO,NO-54,Hasvik,HAA
20021,small_airport,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436,NA,US,US-AL,Hamilton,HAB
5620,medium_airport,Hachijojima Airport,33.115002,139.785995,303,AS,JP,JP-13,Hachijojima,HAC
2670,medium_airport,Halmstad Airport,56.69110107,12.82019997,101,EU,SE,SE-N,Halmstad,HAD
16403,heliport,Lava Falls Heliport,36.1916008,-113.0920029,1720,NA,US,US-AZ,Supai Village,HAE
20023,small_airport,Half Moon Bay Airport,37.51340103,-122.5009995,66,NA,US,US-CA,Half Moon Bay,HAF
2901,medium_airport,Prince Said Ibrahim International Airport,-11.5337,43.2719,93,AF,KM,KM-G,Moroni,HAH
20024,small_airport,Three Rivers Municipal Dr Haines Airport,41.95980072,-85.59339905,824,NA,US,US-MI,Three Rivers,HAI
2224,large_airport,Hannover Airport,52.461102,9.68508,183,EU,DE,DE-NI,Hannover,HAJ
27201,large_airport,Haikou Meilan International Airport,19.9349,110.459,75,AS,CN,CN-46,Haikou (Meilan),HAK
312717,small_airport,Halali Airport,-19.0285,16.4585,3639,AF,NA,NA-OT,Halali,HAL
2214,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53,EU,DE,DE-HH,Hamburg,HAM
26700,large_airport,Noi Bai International Airport,21.221201,105.806999,39,AS,VN,VN-RRD,Hanoi (Soc Son),HAN
20025,small_airport,Butler Co Regional Airport - Hogan Field,39.36380005,-84.52200317,633,NA,US,US-OH,Hamilton,HAO
26634,medium_airport,Hanimaadhoo Airport,6.744229794,73.17050171,4,AS,MV,MV-23,Haa Dhaalu Atoll,HAQ
19579,small_airport,Capital City Airport,40.21709824,-76.85150146,347,NA,US,US-PA,Harrisburg,HAR
5093,medium_airport,Ha'il Airport,27.437901,41.686298,3331,AS,SA,SA-06,Ha'il,HAS
38392,small_airport,Heathlands Airport,-11.7369,142.576996,,OC,AU,AU-QLD,Shelburne,HAT
2579,medium_airport,"Haugesund Airport, Karmøy",59.345299,5.20836,86,EU,NO,NO-11,Karmøy,HAU
4839,large_airport,José Martí International Airport,22.98920059,-82.40910339,210,NA,CU,CU-03,Havana,HAV
2414,medium_airport,Haverfordwest Airport,51.83309937,-4.961110115,159,EU,GB,GB-WLS,Haverfordwest,HAW
17618,small_airport,Haycock Airport,65.2009964,-161.1569977,175,NA,US,US-AK,Haycock,HAY
312681,small_airport,Hatzfeldhaven Airport,-4.4033,145.2056,26,OC,PG,PG-MPM,Hatzfeldhaven,HAZ
27058,medium_airport,Hobart International Airport,-42.83610153,147.5099945,13,OC,AU,AU-TAS,Hobart,HBA
23301,small_airport,Industrial Airpark,32.7668,-103.209,3707,NA,US,US-NM,Hobbs,HBB
311468,small_airport,Habi Airport,-6.32,142.4893,993,OC,PG,PG-WPD,Habi,HBD
3180,medium_airport,Borj El Arab International Airport,30.93249,29.696437,171,AF,EG,EG-ALX,Alexandria,HBE
20027,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,NA,US,US-MS,Hattiesburg,HBG
9902,seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,0,NA,US,US-AK,Entrance Island,HBH
20797,small_airport,Holbrook Municipal Airport,34.94070053,-110.1380005,5262,NA,US,US-AZ,Holbrook,HBK
333096,small_airport,Haibei Qilian Airport,38.008068,100.645065,10377,AS,CN,CN-63,Haibei (Qilian),HBQ
20029,medium_airport,Hobart Regional Airport,34.991317,-99.051313,1563,NA,US,US-OK,Hobart,HBR
318151,seaplane_base,Hambantota Seaplane Base,6.124043,81.103,0,AS,LK,LK-3,Hambantota,HBT
29737,small_airport,Bulgan Sum Airport,46.100601,91.584198,3921,AS,MN,MN-043,Bulgan,HBU
26445,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,AS,IN,IN-KA,Hubli,HBX
19400,small_airport,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573,NA,US,US-TX,Big Spring,HCA
18451,small_airport,Columbia County Airport,42.29130173,-73.71029663,198,NA,US,US-NY,Hudson,HCC
318152,medium_airport,Hechi Jinchengjiang Airport,24.804344,107.710819,2221,AS,CN,CN-45,Hechi (Jinchengjiang),HCJ
31571,small_airport,Eil Airport,8.104,49.82,879,AF,SO,SO-NU,Eyl,HCM
5518,medium_airport,Hengchun Airport,22.04109955,120.7300034,46,AS,TW,TW-PIF,Hengchung,HCN
27005,medium_airport,Halls Creek Airport,-18.23390007,127.6699982,1346,OC,AU,AU-WA,,HCQ
17619,medium_airport,Holy Cross Airport,62.18830109,-159.7749939,70,NA,US,US-AK,Holy Cross,HCR
19546,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239,NA,US,US-SC,Cheraw,HCW
352634,medium_airport,Chenzhou Beihu Airport,25.753419,112.845404,1071,AS,CN,CN-43,Chenzhou,HCZ
31575,small_airport,Hyderabad Airport,25.3181,68.366096,130,AS,PK,PK-SD,Hyderabad,HDD
20036,small_airport,Brewster Field,40.452099,-99.336502,2313,NA,US,US-NE,Holdrege,HDE
2187,medium_airport,Heringsdorf Airport,53.87870026,14.15229988,93,EU,DE,DE-MV,Heringsdorf,HDF
300860,medium_airport,Handan Airport,36.525833,114.425556,229,AS,CN,CN-13,Handan,HDG
5442,small_airport,Dillingham Airfield,21.5795,-158.197006,14,OC,US,US-HI,Mokuleia,HDH
336108,small_airport,Kulhudhuffushi Airport,6.630762,73.067815,,AS,MV,MV-23,Kulhudhuffushi,HDK
5160,medium_airport,Hamadan Airport,34.869202,48.552502,5755,AS,IR,IR-13,Hamadan,HDM
20038,small_airport,Yampa Valley Airport,40.48120117,-107.2180023,6606,NA,US,US-CO,Hayden,HDN
5176,small_airport,Havadarya Airport,27.1583,56.172501,19,AS,IR,IR-22,Bandar Abbas,HDR
2790,small_airport,Hoedspruit Air Force Base Airport,-24.36860085,31.04870033,1743,AF,ZA,ZA-NP,Hoedspruit,HDS
26676,medium_airport,Hat Yai International Airport,6.933209896,100.3929977,90,AS,TH,TH-90,Hat Yai,HDY
5069,medium_airport,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,3206,AS,AF,AF-HER,Guzara,HEA
42457,small_airport,Hinthada Airport,17.63332939,95.46669769,32,AS,MM,MM-07,Hinthada,HEB
16125,small_airport,Herendeen Bay Airport,55.80139923,-160.8990021,20,NA,US,US-AK,Herendeen Bay,HED
20040,small_airport,Thompson-Robbins Airport,34.576571,-90.67616,242,NA,US,US-AR,West Helena,HEE
308038,small_airport,Heglig Airport,9.994933,29.397718,1325,AF,SD,SD-13,Heglig Oilfield,HEG
28590,small_airport,Heide-Büsum Airport,54.15333176,8.901666641,7,EU,DE,DE-SH,Büsum,HEI
31576,medium_airport,Heihe Aihui Airport,50.171621,127.308884,1047,AS,CN,CN-23,Heihe,HEK
2307,large_airport,Helsinki Vantaa Airport,60.3172,24.963301,179,EU,FI,FI-18,Helsinki,HEL
307695,small_airport,Haelogo Airport,-9.13658,147.598434,3217,OC,PG,PG-CPM,Haelogo,HEO
4258,large_airport,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,115,EU,GR,GR-M,Heraklion,HER
20079,small_airport,Hermiston Municipal Airport,45.828223,-119.259024,644,NA,US,US-OR,Hermiston,HES
27189,large_airport,Hohhot Baita International Airport,40.849658,111.824598,3556,AS,CN,CN-15,Hohhot,HET
17620,heliport,Hanchey Army (Fort Rucker) Heliport,31.34600067,-85.65429688,317,NA,US,US-AL,Fort Rucker Ozark,HEY
20045,small_airport,Natchez–Adams County Airport / Hardy-Anders Field,31.614817,-91.297331,272,NA,US,US-MS,Natchez,HEZ
4417,medium_airport,Haifa International Airport,32.80939865,35.04309845,28,AS,IL,IL-HA,Haifa,HFA
3576,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,NA,US,US-CT,Hartford,HFD
27222,medium_airport,Hefei Xinqiao International Airport,31.98779,116.9769,207,AS,CN,CN-34,Hefei,HFE
20046,small_airport,Mackall Army Air Field,35.036087,-79.498615,376,NA,US,US-NC,Hoffman,HFF
120,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS,IS-8,Höfn,HFN
2694,medium_airport,Hagfors Airport,60.0201,13.5789,474,EU,SE,SE-S,Råda,HFS
28115,medium_airport,Hammerfest Airport,70.67970276,23.66860008,266,EU,NO,NO-54,Hammerfest,HFT
3171,medium_airport,Egal International Airport,9.513207,44.082389,4471,AF,SO,SO-WO,Hargeisa,HGA
27012,small_airport,Hughenden Airport,-20.81500053,144.2250061,1043,OC,AU,AU-QLD,,HGD
6289,small_airport,Higuerote Airport,10.462474,-66.092779,12,SA,VE,VE-M,Higuerote,HGE
27218,large_airport,Hangzhou Xiaoshan International Airport,30.23609,120.428865,23,AS,CN,CN-33,Hangzhou,HGH
354546,medium_airport,Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792,328,AS,IN,IN-AR,Hollongi,HGI
28591,small_airport,Helgoland-Düne Airport,54.18527985,7.915832996,8,EU,DE,DE-SH,Helgoland,HGL
26648,medium_airport,Mae Hong Son Airport,19.30130005,97.97579956,929,AS,TH,TH-58,,HGN
2099,medium_airport,Korhogo Airport,9.38718,-5.55666,1214,AF,CI,CI-SV,Korhogo,HGO
3577,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,NA,US,US-MD,Hagerstown,HGR
31525,small_airport,Hastings Airport,8.394348,-13.128891,60,AF,SL,SL-W,Freetown,HGS
17622,heliport,Tusi (Hunter Liggett) Army Heliport,35.9935,-121.237,1017,NA,US,US-CA,Jolon,HGT
63,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388,OC,PG,PG-WHM,Mount Hagen,HGU
9294,small_airport,Hog River Airport,66.2161026,-155.6690063,534,NA,US,US-AK,Hogatza,HGZ
5609,medium_airport,JMSDF Hachinohe Air Base / Hachinohe Airport,40.551181,141.465428,152,AS,JP,JP-02,Hachinohe,HHE
20105,small_airport,Hilton Head Airport,32.22439957,-80.69750214,19,NA,US,US-SC,Hilton Head Island,HHH
5443,small_airport,Wheeler Army Airfield,21.481637,-158.037048,837,OC,US,US-HI,Wahiawa,HHI
2227,medium_airport,Frankfurt-Hahn Airport,49.9487,7.26389,1649,EU,DE,DE-RP,Frankfurt am Main,HHN
43192,heliport,Shun Tak Heliport,22.288868,114.152369,107,AS,HK,HK-HK,Central and Western,HHP
26655,medium_airport,Hua Hin Airport,12.63619995,99.95149994,62,AS,TH,TH-76,Hua Hin,HHQ
3578,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,HHR
31577,small_airport,Hikueru Airport,-17.548297,-142.612037,5,OC,PF,PF-U-A,Hikueru,HHZ
300863,medium_airport,Huai'an Lianshui International Airport,33.790833,119.125,28,AS,CN,CN-32,Huai'an,HIA
3579,medium_airport,Range Regional Airport,47.3866,-92.838997,1354,NA,US,US-MN,Hibbing,HIB
27004,medium_airport,Horn Island Airport,-10.585628,142.292653,43,OC,AU,AU-QLD,Horn,HID
20051,small_airport,Mount Washington Regional Airport,44.36752,-71.545765,1074,NA,US,US-NH,Whitefield,HIE
3580,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,NA,US,US-UT,Ogden,HIF
27617,small_airport,Highbury Airport,-16.424148,143.14534,,OC,AU,AU-QLD,Highbury,HIG
20053,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,783,NA,US,US-AZ,Lake Havasu City,HII
5590,medium_airport,Hiroshima Airport,34.4361,132.919006,1088,AS,JP,JP-34,Hiroshima,HIJ
335883,medium_airport,Hickam Air Force Base,21.335278,-157.948333,13,OC,US,US-HI,Honolulu,HIK
28145,small_airport,Shilavo Airport,6.077545,44.763736,1296,AF,ET,ET-SO,Shilavo,HIL
31927,medium_airport,Hingurakgoda Air Force Base,8.04981,80.9814,170,AS,LK,LK-7,Polonnaruwa Town,HIM
5643,medium_airport,Sacheon Airport / Sacheon Air Base,35.088591,128.071747,25,AS,KR,KR-48,Sacheon,HIN
20054,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,NA,US,US-OR,Portland,HIO
27616,small_airport,Headingly Airport,-21.33329964,138.2830048,,OC,AU,AU-QLD,,HIP
3,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,HIR
35302,seaplane_base,Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,,OC,AU,AU-QLD,Hayman Island,HIS
311472,small_airport,Haivaro Airport,-6.9406,143.059,180,OC,PG,PG-GPK,Haivaro,HIT
5539,heliport,Hiroshima Heliport,34.371451,132.417666,15,AS,JP,JP-34,Hiroshima,HIW
300890,medium_airport,Huaihua Zhijiang Airport,27.443087,109.704666,882,AS,CN,CN-43,Huaihua,HJJ
26450,medium_airport,Khajuraho Airport,24.8172,79.918602,728,AS,IN,IN-MP,Khajuraho,HJR
30025,small_airport,Khujirt Airport,46.92580032,102.7730026,5522,AS,MN,MN-055,Khujirt,HJT
20057,small_airport,Blytheville Municipal Airport,35.94039917,-89.83080292,255,NA,US,US-AR,Blytheville,HKA
313211,small_airport,Healy Lake Airport,63.9958,-144.6926,1180,NA,US,US-AK,Healy Lake,HKB
5545,medium_airport,Hakodate Airport,41.77,140.822006,151,AS,JP,JP-01,Hakodate,HKD
26535,large_airport,Hong Kong International Airport,22.308901,113.915001,28,AS,HK,HK-NT,Islands,HKG
5032,medium_airport,Hokitika Airfield,-42.71360016,170.9850006,146,OC,NZ,NZ-WTC,,HKK
59,medium_airport,Hoskins Airport,-5.463846,150.407327,66,OC,PG,PG-WBK,Kimbe,HKN
42589,small_airport,Mara North Conservancy Airstrip,-1.14542,35.124922,5500,AF,KE,KE-700,Mara,HKR
20058,small_airport,Hawkins Field,32.33449936,-90.22219849,341,NA,US,US-MS,Jackson,HKS
26674,large_airport,Phuket International Airport,8.1132,98.316902,82,AS,TH,TH-83,Phuket,HKT
31597,small_airport,Malevo Airfield,41.871799,25.604799,600,EU,BG,BG-26,Haskovo,HKV
3581,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,HKY
2800,medium_airport,Lanseria International Airport,-25.938499,27.9261,4517,AF,ZA,ZA-GT,Johannesburg,HLA
20059,small_airport,Hillenbrand Industries Airport,39.3445015,-85.25830078,973,NA,US,US-IN,Batesville,HLB
20060,small_airport,Hill City Municipal Airport,39.37879944,-99.83149719,2238,NA,US,US-KS,Hill City,HLC
27190,medium_airport,Hulunbuir Hailar Airport,49.205002,119.824997,2169,AS,CN,CN-15,Hailar,HLD
318444,small_airport,Saint Helena Airport,-15.957725,-5.645943,1017,AF,SH,SH-SH,Longwood,HLE
2704,small_airport,Hultsfred Airport,57.525799,15.8233,366,EU,SE,SE-H,,HLF
20061,medium_airport,Wheeling Ohio County Airport,40.17499924,-80.64630127,1195,NA,US,US-WV,Wheeling,HLG
35315,small_airport,Ulanhot Yilelite Airport,46.195333,122.008333,,AS,CN,CN-15,Ulanhot,HLH
17054,small_airport,Hollister Municipal Airport,36.8932991,-121.4100037,230,NA,US,US-CA,Hollister,HLI
350965,small_airport,Zhaodong Beidahuang General Airport,46.12779,125.77354,469,AS,CN,CN-23,Suihua,HLJ
27618,small_airport,Hillside Airport,-21.718283,119.440334,935,OC,AU,AU-WA,Hillside,HLL
20062,small_airport,Park Township Airport,42.795898,-86.162003,603,NA,US,US-MI,Holland,HLM
3582,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877,NA,US,US-MT,Helena,HLN
31603,small_airport,Ingjaldssanður Airport,66.05000305,-23.69610023,70,EU,IS,IS-4,Onundarfjörður,HLO
